# Study: LKA_Haptics | Participant: 5 | Condition: HapticsFixedCW | Init: 20260128_103803 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskPressed
0,7361;279,0686;4,5000;1,3676;-0,0840;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1050;2,0300;3,4000;1;0,0009;0,0000;0;1;1;4;0
0,7500;279,0860;4,5000;1,3452;-0,0834;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1042;2,0500;3,3900;1;0,0008;0,0000;0;1;1;4;0
0,7639;279,3112;4,5000;1,3253;-0,0828;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1035;2,0600;3,3900;1;0,0002;0,0000;0;1;1;4;0
0,7778;279,3112;4,5000;1,3080;-0,0822;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1027;2,0800;3,3900;1;0,0002;0,0000;0;1;1;4;0
0,7917;279,3112;4,5000;1,2915;-0,0815;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1019;2,0900;3,3900;1;0,0002;0,0000;0;1;1;4;0
0,8056;279,3112;4,5000;1,2723;-0,0809;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1012;2,1100;3,3800;1;0,0002;0,0000;0;1;1;4;0
0,8194;279,3112;4,5000;1,2567;-0,0803;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1004;2,1200;3,3800;1;0,0002;0,0000;0;1;1;4;0
0,8333;279,3112;4,5000;1,2465;-0,0797;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0996;2,1400;3,3900;1;0,0002;0,0000;0;1;1;4;0
0,8472;279,3112;4,5000;1,2324;-0,0790;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0988;2,1500;3,3900;1;0,0002;0,0000;0;1;1;4;0
0,8611;279,3112;4,5000;1,2227;-0,0784;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0980;2,1700;3,3900;1;0,0002;0,0000;0;1;1;4;0
0,8750;279,3112;4,5000;1,2134;-0,0778;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0972;2,1800;3,4000;1;0,0002;0,0000;0;1;1;4;0
0,8889;279,3112;4,5000;1,2109;-0,0771;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0964;2,2000;3,4100;1;0,0002;0,0000;0;1;1;4;0
0,9028;279,3112;4,5000;1,2173;-0,0765;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0956;2,2100;3,4300;1;0,0002;0,0000;0;1;1;4;0
0,9167;279,3112;4,5000;1,2237;-0,0758;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0948;2,2300;3,4500;1;0,0002;0,0000;0;1;1;4;0
0,9306;279,3114;4,5000;1,2272;-0,0752;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0940;2,2400;3,4700;1;0,0002;0,0000;0;1;1;4;0
0,9444;279,3288;4,5000;1,2275;-0,0745;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0932;2,2600;3,4800;1;0,0002;0,0000;0;1;1;4;0
0,9583;279,3461;4,5000;1,2224;-0,0739;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0923;2,2700;3,4900;1;0,0002;0,0000;0;1;1;4;0
0,9722;279,3634;4,5000;1,2071;-0,0732;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0915;2,2900;3,4900;1;0,0002;0,0000;0;1;1;4;0
0,9861;279,3808;4,5000;1,1901;-0,0726;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0907;2,3000;3,4900;1;0,0002;0,0000;0;1;1;4;0
1,0000;279,3981;4,5000;1,1726;-0,0719;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0899;2,3100;3,4900;1;0,0002;0,0000;0;1;1;4;0
1,0139;279,4155;4,5000;1,1497;-0,0712;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0890;2,3300;3,4800;1;0,0001;0,0000;0;1;1;9;0
1,0278;279,4328;4,5000;1,1337;-0,0706;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0882;2,3400;3,4800;1;0,0001;0,0000;0;1;1;9;0
1,0417;279,4502;4,5000;1,1108;-0,0699;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0874;2,3500;3,4700;1;0,0001;0,0000;0;1;1;9;0
1,0556;279,4675;4,5000;1,0835;-0,0693;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0866;2,3700;3,4500;1;0,0001;0,0000;0;1;1;9;0
1,0694;279,4848;4,5000;1,0625;-0,0686;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0857;2,3800;3,4400;1;0,0001;0,0000;0;1;1;9;0
1,0833;279,5022;4,5000;1,0337;-0,0679;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0849;2,3900;3,4300;1;0,0001;0,0000;0;1;1;9;0
1,0972;279,5195;4,5000;0,9937;-0,0672;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0840;2,4000;3,4000;1;0,0001;0,0000;0;1;1;9;0
1,1111;279,5369;4,5000;0,9575;-0,0666;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0832;2,4200;3,3700;1;0,0001;0,0000;0;1;1;9;0
1,1250;279,7672;4,5000;0,9010;-0,0659;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0824;2,4300;3,3300;1;0,0000;0,0000;0;1;1;9;0
1,1389;279,7672;4,5000;0,8258;-0,0652;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0815;2,4400;3,2600;1;0,0000;0,0000;0;1;1;9;0
1,1528;279,7672;4,5000;0,7249;-0,0646;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0807;2,4400;3,1700;1;0,0000;0,0000;0;1;1;9;0
1,1667;279,7672;4,5000;0,6273;-0,0639;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0799;2,4500;3,0800;1;0,0000;0,0000;0;1;1;9;0
1,1806;279,7672;4,5000;0,5005;-0,0633;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0791;2,4600;2,9600;1;0,0000;0,0000;0;1;1;9;0
1,1944;279,7672;4,5000;0,3271;-0,0627;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0783;2,4600;2,7900;1;0,0000;0,0000;0;1;1;9;0
1,2083;279,7672;4,5000;0,1622;-0,0621;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0776;2,4700;2,6300;1;0,0000;0,0000;0;1;1;9;0
1,2222;279,7672;4,5000;-0,0096;-0,0615;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0769;2,4700;2,4600;1;0,0000;0,0000;0;1;1;9;0
1,2361;279,7672;4,5000;-0,1786;-0,0609;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0761;2,4600;2,2900;1;0,0000;0,0000;0;1;1;9;0
1,2500;279,7672;4,5000;-0,3200;-0,0604;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0754;2,4600;2,1400;1;0,0000;0,0000;0;1;1;9;0
